459.00,10.00
460.00,80.00
461.00,100.00
462.00,120.00
463.00,140.00
464.00,150.00
465.00,170.00
466.00,160.00
467.00,180.00
468.00,170.00
469.00,180.00
470.00,180.00
471.00,180.00
472.00,180.00
473.00,180.00
474.00,190.00
475.00,180.00
476.00,200.00
477.00,190.00
478.00,190.00
479.00,190.00
480.00,190.00
481.00,190.00
482.00,200.00
483.00,200.00
484.00,200.00
485.00,200.00
486.00,210.00
487.00,210.00
488.00,210.00
489.00,220.00
490.00,220.00
491.00,230.00
492.00,230.00
493.00,220.00
494.00,240.00
495.00,230.00
496.00,240.00
497.00,240.00
498.00,240.00
499.00,250.00
500.00,250.00
501.00,250.00
502.00,250.00
503.00,260.00
504.00,270.00
505.00,260.00
506.00,260.00
507.00,280.00
508.00,270.00
509.00,270.00
510.00,280.00
511.00,280.00
512.00,290.00
513.00,280.00
514.00,280.00
515.00,290.00
516.00,290.00
517.00,300.00
518.00,300.00
519.00,300.00
520.00,310.00
521.00,310.00
522.00,300.00
523.00,330.00
524.00,320.00
525.00,320.00
526.00,320.00
527.00,330.00
528.00,330.00
529.00,330.00
530.00,330.00
531.00,340.00
532.00,330.00
533.00,340.00
534.00,350.00
535.00,340.00
536.00,350.00
537.00,350.00
538.00,360.00
539.00,360.00
540.00,360.00
541.00,360.00
542.00,370.00
543.00,370.00
544.00,380.00
545.00,370.00
546.00,380.00
547.00,360.00
548.00,370.00
549.00,370.00
550.00,360.00
551.00,380.00
552.00,380.00
553.00,390.00
554.00,390.00
555.00,380.00
556.00,390.00
557.00,400.00
558.00,380.00
559.00,390.00
560.00,390.00
561.00,400.00
562.00,390.00
563.00,410.00
564.00,400.00
565.00,400.00
566.00,410.00
567.00,410.00
568.00,410.00
569.00,410.00
570.00,430.00
571.00,420.00
572.00,420.00
573.00,420.00
574.00,430.00
575.00,430.00
576.00,440.00
577.00,430.00
578.00,440.00
579.00,440.00
580.00,450.00
581.00,440.00
582.00,450.00
583.00,450.00
584.00,460.00
585.00,450.00
586.00,460.00
587.00,470.00
588.00,470.00
589.00,470.00
590.00,470.00
591.00,480.00
592.00,470.00
593.00,480.00
594.00,480.00
595.00,480.00
596.00,490.00
597.00,480.00
598.00,490.00
599.00,490.00
600.00,500.00
601.00,500.00
602.00,510.00
603.00,500.00
604.00,510.00
605.00,510.00
606.00,510.00
607.00,510.00
608.00,520.00
609.00,520.00
610.00,520.00
611.00,530.00
612.00,520.00
613.00,520.00
614.00,530.00
615.00,530.00
616.00,530.00
617.00,540.00
618.00,530.00
619.00,540.00
620.00,540.00
621.00,550.00
622.00,540.00
623.00,560.00
624.00,550.00
625.00,560.00
626.00,570.00
627.00,560.00
628.00,560.00
629.00,570.00
630.00,570.00
631.00,570.00
632.00,580.00
633.00,570.00
634.00,580.00
635.00,590.00
636.00,580.00
637.00,590.00
638.00,590.00
639.00,590.00
640.00,600.00
641.00,600.00
642.00,600.00
643.00,610.00
644.00,610.00
645.00,610.00
646.00,610.00
647.00,620.00
648.00,620.00
649.00,620.00
650.00,620.00
651.00,630.00
652.00,620.00
653.00,630.00
654.00,640.00
655.00,640.00
656.00,630.00
657.00,640.00
658.00,640.00
659.00,650.00
660.00,640.00
661.00,650.00
662.00,650.00
663.00,650.00
664.00,650.00
665.00,660.00
666.00,650.00
667.00,660.00
668.00,660.00
669.00,660.00
670.00,670.00
671.00,670.00
672.00,670.00
673.00,670.00
674.00,680.00
675.00,670.00
676.00,680.00
677.00,680.00
678.00,680.00
679.00,680.00
680.00,690.00
681.00,690.00
682.00,700.00
683.00,690.00
684.00,700.00
685.00,700.00
686.00,700.00
687.00,710.00
688.00,710.00
689.00,700.00
690.00,720.00
691.00,710.00
692.00,710.00
693.00,720.00
694.00,720.00
695.00,720.00
696.00,720.00
697.00,730.00
698.00,720.00
699.00,730.00
700.00,750.00
701.00,730.00
702.00,740.00
703.00,740.00
704.00,740.00
705.00,750.00
706.00,750.00
707.00,760.00
708.00,750.00
709.00,750.00
710.00,750.00
711.00,750.00
712.00,750.00
713.00,750.00
714.00,750.00
715.00,750.00
716.00,750.00
717.00,750.00
718.00,750.00
719.00,750.00
720.00,760.00
721.00,770.00
722.00,770.00
723.00,780.00
724.00,780.00
725.00,780.00
726.00,780.00
727.00,790.00
728.00,790.00
729.00,790.00
730.00,790.00
731.00,800.00
732.00,800.00
733.00,800.00
734.00,800.00
735.00,810.00
736.00,810.00
737.00,810.00
738.00,810.00
739.00,810.00
740.00,810.00
741.00,820.00
742.00,820.00
743.00,820.00
744.00,820.00
745.00,830.00
746.00,830.00
747.00,830.00
748.00,830.00
749.00,840.00
750.00,840.00
751.00,830.00
752.00,850.00
753.00,840.00
754.00,850.00
755.00,850.00
756.00,850.00
757.00,860.00
758.00,850.00
759.00,870.00
760.00,860.00
761.00,870.00
762.00,870.00
763.00,870.00
764.00,870.00
765.00,870.00
766.00,880.00
767.00,880.00
768.00,880.00
769.00,880.00
770.00,880.00
771.00,880.00
772.00,890.00
773.00,890.00
774.00,890.00
775.00,890.00
776.00,890.00
777.00,890.00
778.00,900.00
779.00,890.00
780.00,900.00
781.00,900.00
782.00,910.00
783.00,910.00
784.00,910.00
785.00,910.00
786.00,920.00
787.00,920.00
788.00,920.00
789.00,930.00
790.00,920.00
791.00,930.00
792.00,930.00
793.00,930.00
794.00,930.00
795.00,940.00
796.00,940.00
797.00,940.00
798.00,940.00
799.00,940.00
800.00,950.00
801.00,940.00
802.00,950.00
803.00,960.00
804.00,950.00
805.00,950.00
806.00,950.00
807.00,960.00
808.00,960.00
809.00,960.00
810.00,960.00
811.00,970.00
812.00,980.00
813.00,980.00
814.00,980.00
815.00,980.00
816.00,990.00
817.00,990.00
818.00,1000.00
819.00,1000.00
820.00,1000.00
821.00,1000.00
822.00,1000.00
823.00,1000.00
824.00,1000.00
825.00,1000.00
826.00,1000.00
827.00,1000.00
828.00,1000.00
829.00,1000.00
830.00,1000.00
831.00,1000.00
832.00,1000.00
833.00,1000.00
834.00,1000.00
835.00,1000.00
836.00,1000.00
837.00,1000.00
838.00,1000.00
839.00,1020.00
840.00,1010.00
841.00,1030.00
842.00,1030.00
843.00,1030.00
844.00,1030.00
845.00,1030.00
846.00,1030.00
847.00,1030.00
848.00,1030.00
849.00,1030.00
850.00,1030.00
851.00,1030.00
852.00,1030.00
853.00,1040.00
854.00,1040.00
855.00,1050.00
856.00,1040.00
857.00,1050.00
858.00,1050.00
859.00,1050.00
860.00,1060.00
861.00,1060.00
862.00,1060.00
863.00,1060.00
864.00,1060.00
865.00,1060.00
866.00,1070.00
867.00,1060.00
868.00,1070.00
869.00,1080.00
870.00,1080.00
871.00,1070.00
872.00,1080.00
873.00,1080.00
