470.00,0.00
471.00,0.00
472.00,0.00
473.00,10.00
474.00,70.00
475.00,100.00
476.00,130.00
477.00,140.00
478.00,150.00
479.00,160.00
480.00,170.00
481.00,170.00
482.00,180.00
483.00,180.00
484.00,180.00
485.00,190.00
486.00,190.00
487.00,200.00
488.00,200.00
489.00,210.00
490.00,200.00
491.00,210.00
492.00,220.00
493.00,220.00
494.00,220.00
495.00,220.00
496.00,230.00
497.00,230.00
498.00,230.00
499.00,240.00
500.00,240.00
501.00,240.00
502.00,250.00
503.00,250.00
504.00,250.00
505.00,260.00
506.00,260.00
507.00,260.00
508.00,270.00
509.00,270.00
510.00,270.00
511.00,270.00
512.00,280.00
513.00,280.00
514.00,290.00
515.00,280.00
516.00,290.00
517.00,300.00
518.00,290.00
519.00,300.00
520.00,300.00
521.00,310.00
522.00,310.00
523.00,310.00
524.00,310.00
525.00,310.00
526.00,320.00
527.00,320.00
528.00,320.00
529.00,330.00
530.00,330.00
531.00,330.00
532.00,340.00
533.00,340.00
534.00,340.00
535.00,340.00
536.00,340.00
537.00,340.00
538.00,350.00
539.00,340.00
540.00,360.00
541.00,350.00
542.00,360.00
543.00,360.00
544.00,360.00
545.00,370.00
546.00,380.00
547.00,380.00
548.00,380.00
549.00,380.00
550.00,390.00
551.00,380.00
552.00,390.00
553.00,400.00
554.00,390.00
555.00,400.00
556.00,400.00
557.00,400.00
558.00,400.00
559.00,410.00
560.00,400.00
561.00,410.00
562.00,420.00
563.00,420.00
564.00,420.00
565.00,420.00
566.00,430.00
567.00,430.00
568.00,440.00
569.00,430.00
570.00,440.00
571.00,440.00
572.00,450.00
573.00,450.00
574.00,450.00
575.00,450.00
576.00,460.00
577.00,460.00
578.00,460.00
579.00,470.00
580.00,460.00
581.00,470.00
582.00,470.00
583.00,480.00
584.00,480.00
585.00,480.00
586.00,480.00
587.00,490.00
588.00,480.00
589.00,490.00
590.00,500.00
591.00,490.00
592.00,500.00
593.00,500.00
594.00,500.00
595.00,500.00
596.00,500.00
597.00,500.00
598.00,500.00
599.00,500.00
600.00,500.00
601.00,500.00
602.00,500.00
603.00,500.00
604.00,500.00
605.00,500.00
606.00,500.00
607.00,500.00
608.00,500.00
609.00,500.00
610.00,500.00
611.00,520.00
612.00,520.00
613.00,550.00
614.00,550.00
615.00,550.00
616.00,560.00
617.00,570.00
618.00,570.00
619.00,580.00
620.00,580.00
621.00,580.00
622.00,580.00
623.00,590.00
624.00,590.00
625.00,600.00
626.00,590.00
627.00,600.00
628.00,610.00
629.00,600.00
630.00,610.00
631.00,620.00
632.00,610.00
633.00,620.00
634.00,620.00
635.00,620.00
636.00,620.00
637.00,630.00
638.00,630.00
639.00,630.00
640.00,640.00
641.00,640.00
642.00,640.00
643.00,640.00
644.00,650.00
645.00,640.00
646.00,660.00
647.00,650.00
648.00,650.00
649.00,650.00
650.00,660.00
651.00,650.00
652.00,660.00
653.00,660.00
654.00,670.00
655.00,670.00
656.00,660.00
657.00,660.00
658.00,670.00
